interval,CN_mean,CN_std,MS_mean,MS_std
0.4,0.6520159756923715,0.21221340136967146,0.6905892513000456,0.25692786578312643
0.5,0.7005668759682303,0.23955216280755737,0.7322474727963699,0.2813416532235326
0.7,0.8387148681698702,0.3110926912221463,0.849751098517583,0.3465337579181896
1.1,1.1152972658939337,0.4249379550203609,1.088519239086619,0.4615622488241084
1.9,1.4562707410015534,0.5194005373533291,1.3942268307090733,0.5690354977195159
